Texto,Categoria
Revista especial COVID-19 Revista informativa especial Empresa de Seguros y tarea ordenamiento,noticias
Revista especial COVID-19 Revista informativa especial  Consejo de Defensa Municipal Encrucijada,noticias
Apertura Himno y Cartelera.,noticias
En Primer Plano Actualidad Informativa de la Provincia.,noticias
Cierre Cierre del Canal.,noticias
Reapertura Himno y Cartelera del Canal.,noticias
Lente Deportivo Temas de repercusión relacionados con el mundo del deporte y promueve a la polémica sobre la noticia deportiva del momento.,deporte
Visor por Dentro Cortometrajes  sobre  audiovisuales  producidos  por lo  telecentros   las  3 facultades de Arte de Los medios   del país   la EICTV   escuelas de periodismo y  otras   Instituciones de Latinoamérica.,noticias
Conmemoraciones Dar a conocer los hechos más relevantes de la historia cubana  con marcado énfasis en  los del territorio. Mantener viva la memoria histórica-cultural.,historia
Noticias al Cierre Realizar un resumen informativo de las noticias más importantes acontecidas durante del día en los 14 municipios  así como actualizar de última hora las condiciones del tiempo y el deporte.,noticias
Cierre Cierre del Canal.,noticias
HIMNO APERTURA Inicio de Transmisiones,historia
Santiago Santiaguerías Programa Musical con el Tema: Presencia de Rubén Martínez Villena. Poeta  Ensayista y Revolucionario.,musical
Revista Informativa Programa Informativo con el Tema: Actualización Covid-19 y Tarea Ordenamiento. Transportación en motos. Continuación,noticias
Telenoticias Noticiero Resumen que cierra las Transmisiones,noticias
Efemérides Relatar acerca del acontecer histórico. 1877- Muere el patriota Francisco Vicente Aguilera  en Nueva York.   1920- Nace en Pinar del Río  el compositor y pianista Pedro junco.,historia
Déjate Ver Mediante temas para el desarrollo orientar a la familia con apoyatura de especialistas. Posee varias secciones de interés y la música ofrece un respiro artístico. Tema: Salud  Notaría  ONAT y Tránsito.,musical
Cartelera Cartelera vespertina. Promoción de la programación de la tarde,noticias
Efemérides Se relatan hechos históricos de los tuneros por la independencia de Cuba. 1877- Muere el patriota Francisco Vicente Aguilera  en Nueva York.   1920- Nace en Pinar del Río  el compositor y pianista Pedro junco.,historia
Con Música Promover la música de la provincia en todos los géneros  estéticas y formatos. Tema: Ederis Lorente Ávila. Solista. Trovador de Amancio.,musical
Postales tuneras Exponer la historia de la localidad como parte de la historia de Cuba. Tema:,historia
LTV Noticias Divulgar e informar el acontecer noticioso de la provincia. Informar sobre el acontecer noticioso en las diferentes esferas de la vida del pueblo tunero a través de los géneros periodísticos que son tratados en el espacio.,noticias
PROGRAMACION DE TELESUR Noticias  análisis internacional  una visión del panorama político desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
PROGRAMACIÓN DE TELESUR Noticias  análisis internacional  una visión del panorama político desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
TELESUR Noticias  análisis internacional  una visión del panorama político desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
CUBANOS EN CLIP   Alain Pérez Soneros Dorados Habana Swing Coro Diminuto Christian y Rey & Israel Rojas Hermanos Novo  Leo Mesa Xiomara Laugart Canela Vannia Borges  HAVANA D PRIMERA  MAJELA El Niño y la Verdad,musical
CONCIERTOS  PREFERIDOS  Isabel Pantoja,musical
LUSOFONÍA Mayra Anndrade (Cabo Verde) es una de las promesas caboverdianas que difunde géneros tradicionales como la Morna  el Funaná  el Batuque  la Coladeira  la Colá y los mezcla con el jazz y el world music,deporte
GENERACIÓN CERO Dúos  Sinopsis: Presentar algunos de los más emblemáticos dúos  formados de manera ocasional en nuestra música es la propuesta de Generación Cero que será muy variada en estilos y géneros musicales Dúos  Sinopsis: Presentar algunos de los más emblemáticos dúos  formados de manera ocasional en nuestra música es la propuesta de Generación Cero que será muy variada en estilos y géneros musicales  tendremos entrevista del Callejero Musical de la mano de su protagonista el musicógrafo Emir García Meralla y atractivas propuesta audiovisuales presentadas por nuestra conductora de programa Ariana Álvarez.,filme
TODO MÚSICA  Mezclas y proyectos: La Tabla con Lejardi  Wil Campa con La Gran Unión  Omar Pérez y Marcelina Rodríguez  Yurainy y Yoyo Ibarra.,musical
CONCIERTOS PREFERIDOS  Isabel Pantoja,musical
LUSOFONÍA Mayra Anndrade (Cabo Verde) es una de las promesas caboverdianas que difunde géneros tradicionales como la Morna  el Funaná  el Batuque  la Coladeira  la Colá y los mezcla con el jazz y el world music,deporte
CONCIERTOS ONLINE   Tony Ávila (Parte II),musical
CUBANOS EN CLIP  Alain Pérez Soneros Dorados Habana Swing Coro Diminuto Christian y Rey & Israel Rojas Hermanos Novo  Leo Mesa Xiomara Laugart Canela Vannia Borges  HAVANA D PRIMERA  MAJELA El Niño y la Verdad,musical
GENERACION CERO  Dúos  Sinopsis: Presentar algunos de los más emblemáticos dúos  formados de manera ocasional en nuestra música es la propuesta de Generación Cero que será muy variada en estilos y géneros musicales Dúos  Sinopsis: Presentar algunos de los más emblemáticos dúos  formados de manera ocasional en nuestra música es la propuesta de Generación Cero que será muy variada en estilos y géneros musicales  tendremos entrevista del Callejero Musical de la mano de su protagonista el musicógrafo Emir García Meralla y atractivas propuesta audiovisuales presentadas por nuestra conductora de programa Ariana Álvarez.,filme
TODO MÚSICA   Mezclas y proyectos: La Tabla con Lejardi  Wil Campa con La Gran Unión  Omar Pérez y Marcelina Rodríguez  Yurainy y Yoyo Ibarra.,musical
A CAPELLA Ciclo de dos programas con Neil Young (Parte II),musical
CONCIERTOS ONLINE   Tony Ávila (Parte II),musical
CUBANOS EN CLIP  Alain Pérez Soneros Dorados Habana Swing Coro Diminuto Christian y Rey & Israel Rojas Hermanos Novo  Leo Mesa Xiomara Laugart Canela Vannia Borges  HAVANA D PRIMERA  MAJELA El Niño y la Verdad,musical
ENTRE CLÁSICOS TÍTULO: LOS COLOSOS SE DESPIDEN. BRENDEL-I PARTE   TALENTO: Alfred BRENDEL  pianista / Mathias Goerne  barítono / Sir Simon Rattle  director / Orquesta Filarmónica de Viena / Lucy Jeal  violín/ otros TÍTULO: LOS COLOSOS SE DESPIDEN. BRENDEL-I PARTE   CONTENIDO: Mediometraje autobiográfico en primera persona e inserción de fragmentos de ensayos y conciertos con otros famosos músicos y último recital grabado por el pianista ALFRED BRENDEL en 2008 con obras de Haydn  Mozart y Schubert  antes de dejar de tocar en público.  TALENTO: Alfred BRENDEL  pianista / Mathias Goerne  barítono / Sir Simon Rattle  director / Orquesta Filarmónica de Viena / Lucy Jeal  violín/ Douglas Patterson  viola / Adrian Brendel  violonchelo.//,musical
Serie Documental,documental
Matemática 6to grado y Especial - Pinar del Rio - 8:30 Problemas típicos de tanto por ciento.,educativo
Matemática 1er grado y Especial - Pinar del Rio - 9:00 Adición y sustracción hasta 20.,educativo
Matemática 2do grado y Especial - Pinar del Rio - 9:30 Multiplicación y división por 5 1 0 .,educativo
Ciencias Naturales 7mo grado y Especial - Pinar del Rio - 10:00 Relaciones entre las esferas geográficas. Importancia del mantenimiento de su equilibrio para el planeta y la salud del hombre.,educativo
Español 9no grado y Especial - Pinar del Rio - 11:00 Lectura y análisis del Ismaelillo.,educativo
Telecentros,noticias
Química 10mo grado  - Pinar del Rio - 1:30 Propiedades químicas de los no metales.,educativo
Geografía 11no grado. - Pinar del Rio - 1:30 Características generales de África.,educativo
Matemática 4to grado y Especial - Pinar del Rio - 2:00 Procedimiento escrito de la multiplicación.,educativo
Matemática 5to grado y Especial - Pinar del Rio - 2:30 Operaciones con expresiones decimales.,educativo
Cercanía Escuela Nacional de Ballet. Sinopsis: El diálogo cercano con protagonistas de las artes se presenta en cada una de las emisiones de este programa.,filme
Telecentros,noticias
La Tarea Los amores de los libertadores Sinopsis: Programa juvenil que desde la frescura de la visión joven aborda temas medulares de la actualidad de nuestra sociedad,filme
De tarde en casa Rompiendo el silencio.,noticias
Serie Extranjera Cobra Kai (temp-3)    Capítulo 4 Sinopsis: En esta nueva temporada vemos como con un nuevo sensei al mando del dojo de la serpiente se libran en tres frentes donde las rencillas nunca mueren.,filme
NTV Con lengua de Señas.,noticias
Diálogo abierto  Sinopsis: En un ameno diálogo desde casa se abordan temas imprescindibles en el desarrollo cultural del país.,filme
Letra fílmica El ruido y la furia.Año: 2014.País:E.E.U.U.Dir: James Franco.Género: Drama sureño. Sinopsis: Adaptación de la novela homónima de William Faulkner  narra la vida de una rígida e ilustre familia,filme
Mesa Redonda     (rtx),noticias
HIMNO APERTURA  INICIO DE TRANSMISIONES,historia
ESTOCADA AL TIEMPO EFEMERIDES,historia
PROGRAMACIÓN EDUCATIVA ARTISTICA  BALLET 9NO GRADO  NIVEL ELEMENTAL.   BALLET 9NO GRADO  NIVEL ELEMENTAL.,educativo
PROGRAMACIÓN EDUCATIVA ARTISTICA  APRECIACIÓN MUSICAL  8VO GRADO NIVEL ELEMENTAL  APRECIACIÓN MUSICAL  8VO GRADO NIVEL ELEMENTAL,musical
PROGRAMACIÓN EDUCATIVA ARTISTICA  SOLFEO III AÑO  NIVEL MEDIO  SOLFEO III AÑO  NIVEL MEDIO,educativo
PROGRAMACIÓN EDUCATIVA ARTISTICA  PREPARACIÒN FÌSICA  DANZA  BALLET Y CIRCO PREPARACIÒN FÌSICA  DANZA  BALLET Y CIRCO,educativo
PROGRAMACIÓN EDUCATIVA ARTISTICA  PINTURA  NIVEL ELEMENTAL Y MEDIO  PINTURA  NIVEL ELEMENTAL Y MEDIO,educativo
SÍGUENOS  PROGRAMA DE EJERCICIOS,deporte
GLORIAS DEPORTIVAS DAYNELLIS MONTEJO (TAEKWONDO) DAYNELLIS MONTEJO (TAEKWONDO),deporte
AL DURO Y SIN GUANTE  PLAY OFF SERIE NACIONAL DE BÉISBOL  PLAY OFF SERIE NACIONAL DE BÉISBOL,serie
MERIDIANO DEPORTIVO,deporte
BALONCESTO 3X 3  BALONCESTO 3X 3  DEBRECEN  BALONCESTO 3X 3  DEBRECEN,deporte
60 SERIE NACIONAL DE BEISBOL 60 SERIE NACIONAL DE BEISBOL SEMIFINAL  PINAR DEL RÍO VS GRANMA  DESDE EL ESTADIO JOSÉ ANTONIO HUELGA DE SANCTI SPÍRITUS 60 SERIE NACIONAL DE BEISBOL SEMIFINAL  PINAR DEL RÍO VS GRANMA  DESDE EL ESTADIO JOSÉ ANTONIO HUELGA DE SANCTI SPÍRITUS,serie
A TODO MOTOR  TEMA,deporte
NND   NOTICIERO,noticias
ESTOCADA AL TIEMPO,historia
BOLA VIVA  DEBATE SOBRE BEISBOL,deporte
60 SERIE NACIONAL DE BEISBOL 60 SERIE NACIONAL DE BEISBOL SEMIFINAL  PINAR DEL RÍO VS GRANMA  DESDE EL ESTADIO JOSÉ ANTONIO HUELGA DE SANCTI SPÍRITUS 60 SERIE NACIONAL DE BEISBOL SEMIFINAL  PINAR DEL RÍO VS GRANMA  DESDE EL ESTADIO JOSÉ ANTONIO HUELGA DE SANCTI SPÍRITUS,serie
MERIDIANO DEPORTIVO RETRANSMISION  NOTICIAS,noticias
SET Y CINE Un tributo a Casablanca,filme
UTILISIMO :   Decoración Creativa Tema: Técnica zentangle  cuadro simil tiza  mariposas decorativas,educativo
La Ciencia de lo Absurdo  Tema: Resistencia hidrodinámica  direccionalidad y fuerzas descentradas,documental
SERIE : Friends      7ma temp      Friends      7ma temp          Cap.21,serie
ASI ES CHINA : El festival del bote del dragón 1. SINOPSIS: China  un país lleno de bellas y asombrosas tradiciones culturales  hoy nos acerca al maravilloso festival del bote del dragón  enseñándonos el gran significado de este mitológico.,filme
SERIE :   Hermanos y Hermanas    TEMP 4 Fin de Temp Hermanos y Hermanas    TEMP 4   Cap 23       Fin de Temp,serie
SERIE JUVENIL :   KYLE XY   2DA TEMP    KYLE XY   2DA TEMP    Cap. 9,serie
SERIE :  Goliath         3ra Temp      Goliath         3ra Temp           Cap 5,serie
ENTREVISTA : Serguéi Krikaliov  cosmonauta ruso. SINOPSIS: Pasa el rato con reconocidas personalidades de la cultura latinoamericana y europea. Políticos  deportistas  artistas  gente de las más variadas esferas  quienes cuentan historias de su vida,filme
CARTELERA CARTELERA,noticias
HOLA CHICO Odd Bods  Unikity  Top Wing ¨Top Wing rescata al oso valiente¨  Puppy Dog ¨Una nevada amiga en el barrio¨,infantiles
DOCUMENTAL : La Gran barrera de coral. Supervivencia Título: La Gran barrera de coral. Supervivencia,documental
UTILISIMO : Actívate   Tema: Movimiento animal (trabajo con abdominales),educativo
DOCUMENTAL : Mundos inexplorados. Surinam  el mundo perdido Sinopsis: Documental sobre las expediciones extremas que realiza Steve Backshall con un grupo de exploradores en el antiguo paisaje del Escudo Guyanés de Sudamérica.,filme
DOCUMENTAL  : La Tierra de Noche. Ciudades noctámbulas. Parte 1 Sinopsis: Documental que explorará el mundo nocturno  ofreciendo una visión de un entorno de vida silvestre raramente visto o entendido  pero altamente activo.,filme
CINEVISION : Nunca me han besado         Sinopsis Josie Geller trabaja como correctora en un importante periódico  aunque lo que realmente desea es convertirse en periodista.,filme
Set y Cine Como se hizo Sonic y Video Clip del Filme Piratas del Caribe El Fin del Mundo,filme
DOCUMENTAL : El corazón de Shambhala. Cap 1 El paraíso parte1. SINOPSIS: Familias  amigos  encuentros y desencuentros  tradiciones  sabores peculiares  una canción  una imagen de nuestras vidas  todos ellos forman parte de la vasta cultura china.,filme
FACILISIMO Los tesoros de Francy  Kooki manualidades  Amigas  Atchoo ¨Caracol fugitivo ¨  Power Player ¨El otro lado¨,educativo
SERIE INFANTIL : AVATAR   TEMP 3   AVATAR   TEMP 3    CAP 14      La roca hirviente Parte 1,serie
SERIE JUVENIL : KYLE XY   2DA TEMP   KYLE XY   2DA TEMP    Cap. 10,serie
SERIE : Hermanos y Hermanas     TEMP 5  Hermanos y Hermanas     TEMP 5    Cap 1,serie
CARTELERA CARTELERA,noticias
DOCUMENTAL : Amanda al rescate   Título: Amanda al rescate. Rescatados del Hawai,documental
DOCUMENTAL : Hola China. Un milagro en tus manos. SINOPSIS: Para sacar a millones de ciudadanos chinos de la pobreza no han sido necesarios milagros  sino tan solo una adecuada política gubernamental y el esfuerzo de sus beneficiarios.,filme
UTILISIMO :  Actívate   Tema: Movimiento animal (trabajo con abdominales),educativo
DOCUMENTAL  : La Tierra de Noche. Ciudades noctámbulas. Parte 1   Sinopsis: Documental que explorará el mundo nocturno  ofreciendo una visión de un entorno de vida silvestre raramente visto o entendido  pero altamente activo.,filme
FACILISIMO Los tesoros de Francy  Kooki manualidades  Amigas  Atchoo ¨Caracol fugitivo ¨  Power Player ¨El otro lado¨,educativo
SERIE INFANTIL : AVATAR   TEMP 3     CAP 14       La roca hirviente Parte 1,serie
Serie :  Friends     7ma temp            Friends     7ma temp              Cap 22,serie
DOCUMENTAL : Mundos inexplorados. Surinam  el mundo perdido Sinopsis: Documental sobre las expediciones extremas que realiza Steve Backshall con un grupo de exploradores en el antiguo paisaje del Escudo Guyanés de Sudamérica.,filme
SERIE :  DOCTOR BULL.     TEMP 2       DOCTOR BULL.     TEMP 2        Cap. 10,serie
DOCUMENTAL : Testigos de medio Asesinato de Susan y sus niños   SINOPSIS: El hijo de una familia cristiana se casa con una muchacha que tiene dos niños  el padece de depresión y trastorno de personalidad de pronto Susan desaparece y no encuentran su cuerpo....,filme
SERIE JUVENIL :   KYLE XY   2DA TEMP   KYLE XY   2DA TEMP    Cap. 10,serie
CARTELERA CARTELERA,noticias
SERIE :  Hermanos y Hermanas     TEMP 5   Hermanos y Hermanas     TEMP 5   Cap 1,serie
CINEVISION :   Nunca me han besado         Sinopsis Josie Geller trabaja como correctora en un importante periódico  aunque lo que realmente desea es convertirse en periodista.,filme
